banda ancha fija,dial up,total_conexion,accesos por cada 100 hogares,accesos por cada 100 hab,adsl,cablemodem,fibra óptica,wireless,otros Mbps,hasta 512 kbps,+ 512 kbps - 1 mbps,+ 1 mbps - 6 mbps,+ 6 mbps - 10 mbps,+ 10 mbps - 20 mbps,+ 20 mbps - 30 mbps,+ 30 mbps,otros,total suma Mbps
95.05095.050,2.42,96.26096.260,"45,48 45,48 ","13,89 13,89 ",66.307 66.307 ,23.703 23.703 ,901 901 ,7.638,3.06,7.28,9.446,85.09485.094,188.0,4.638,8.0,3030,0.0,95.90495.904
93.92193.921,52.0,93.94793.947,"29,53 29,53 ","7,10 7,10 ",76.026 76.026 ,17.289 17.289 ,48 48 ,12.0,1156.0,108.0,32.428,63.22163.221,25.104,3.844,0.0,44,0.0,93.96793.967
51.39051.390,1458.0,52.11952.119,"28,04 28,04 ","7,10 7,10 ",48.653 48.653 ,451 451 ,740 740 ,2.404,2.146,22.0,956.0,51.62851.628,0.0,0.0,0.0,22,0.0,52.11952.119
12.78812.788,718.0,13.14713.147,"9,79 9,79 ","2,78 2,78 ",11.419 11.419 ,926 926 ,355 355 ,48.0,846.0,18.0,0.0,13.13513.135,0.0,0.0,2.0,22,0.0,13.14713.147
25.27725.277,872.0,25.71325.713,"27,80 27,80 ","8,16 8,16 ",17.553 17.553 ,448 448 ,388 388 ,8.79,5.858,312.0,2.8,24.14524.145,2.0,2.0,0.0,00,0.0,25.70325.703
528.459528.459,1876.0,529.397529.397,"50,00 50,00 ","15,66 15,66 ",335.267 335.267 ,183.009 183.009 ,3.205 3.205 ,12.564,3.268,17.414,199.924,359.293359.293,73.436,42.196,1738.0,824824,0.0,527.471527.471
39.30839.308,18.0,39.31739.317,"17,27 17,27 ","4,26 4,26 ",34.110 34.110 ,4.231 4.231 ,19 19 ,1840.0,74.0,2.492,17.826,24.18124.181,8.718,1204.0,0.0,00,0.0,39.30139.301
28.24928.249,1482.0,28.99028.990,"66,14 66,14 ","19,34 19,34 ",21.948 21.948 ,3.664 3.664 ,655 655 ,2.0,5.444,24.0,566.0,31.48931.489,4.0,0.0,0.0,00,0.0,31.78631.786
137.329137.329,190.0,137.424137.424,"35,32 35,32 ","8,69 8,69 ",137.093 137.093 ,97 97 ,116 116 ,26.0,210.0,34.0,57.492,85.09185.091,41.262,5.466,392.0,00,0.0,137.414137.414
2.847.0762.847.076,29.532,2.861.8422.861.842,"56,37 56,37 ","17,24 17,24 ",1.583.135 1.583.135 ,1.096.836 1.096.836 ,134.177 134.177 ,37.508,57.88,17.764,247.178,2.267.8522.267.852,440.14,253.916,3.122,5.7005.700,0.0,2.754.6122.754.612
1.321.1391.321.139,23.164,1.332.7211.332.721,"114,90 114,90 ","43,66 43,66 ",454.934 454.934 ,841.743 841.743 ,19.334 19.334 ,3.988,29.432,5.09,118.168,1.013.5101.013.510,268.302,229.138,2.39,8.4018.401,0.0,1.333.4551.333.455
25.31225.312,40.0,25.33225.332,"25,11 25,11 ","6,40 6,40 ",25.033 25.033 ,241 241 ,16 16 ,2.0,82.0,26.0,15.268,13.75413.754,6.404,1034.0,18.0,11,0.0,25.13025.130
81.32981.329,62.0,81.36081.360,"26,65 26,65 ","7,14 7,14 ",54.952 54.952 ,26.161 26.161 ,164 164 ,54.0,112.0,52.0,24.106,47.42547.425,31.766,10.692,978.0,135135,0.0,81.35781.357
63.32763.327,3.892,65.27365.273,"37,61 37,61 ","11,59 11,59 ",45.645 45.645 ,717 717 ,906 906 ,25.08,10.93,1302.0,12.352,57.33357.333,204.0,0.0,0.0,00,0.0,64.26264.262
81.48881.488,86.0,81.53181.531,"28,95 28,95 ","7,64 7,64 ",54.649 54.649 ,25.372 25.372 ,129 129 ,2.638,124.0,72.0,26.59,47.84247.842,31.108,8.848,470.0,9898,0.0,81.48481.484
596.663596.663,588.0,596.957596.957,"54,70 54,70 ","16,79 16,79 ",343.883 343.883 ,247.564 247.564 ,415 415 ,9.29,900.0,314.0,156.854,432.802432.802,93.148,74.886,3.23,815815,0.0,597.833597.833
165.839165.839,462.0,166.070166.070,"42,07 42,07 ","12,61 12,61 ",112.363 112.363 ,47.411 47.411 ,108 108 ,11.886,490.0,5.734,47.902,104.168104.168,56.226,13.852,548.0,119119,0.0,166.418166.418
26.65726.657,86.0,26.70026.700,"18,12 18,12 ","4,62 4,62 ",21.022 21.022 ,4.951 4.951 ,1 1 ,1340.0,112.0,3.782,14.672,14.41314.413,4.048,1756.0,314.0,11,0.0,26.70026.700
36.60836.608,6.0,36.61136.611,"19,69 19,69 ","5,05 5,05 ",31.505 31.505 ,5.048 5.048 ,22 22 ,0.0,72.0,4.916,19.508,19.85819.858,7.878,1206.0,0.0,00,0.0,36.61236.612
62.15562.155,1084.0,62.69762.697,"55,51 55,51 ","18,33 18,33 ",13.143 13.143 ,39.571 39.571 ,3.215 3.215 ,12.328,1208.0,12.118,16.108,45.03845.038,52.0,20.0,26.0,1010,0.0,59.21059.210
16.31016.310,46.0,16.33316.333,"16,70 16,70 ","4,46 4,46 ",16.282 16.282 ,0 0 ,16 16 ,4.0,66.0,22.0,8.402,9.3799.379,4.414,1066.0,0.0,33,0.0,16.33416.334
168.355168.355,3.61,170.160170.160,"32,37 32,37 ","9,06 9,06 ",152.433 152.433 ,13.030 13.030 ,2.542 2.542 ,58.0,4.252,574.0,48.0,169.763169.763,76.0,32.0,12.0,1111,0.0,170.145170.145
85.13985.139,14.0,85.14685.146,"26,31 26,31 ","7,19 7,19 ",58.262 58.262 ,26.836 26.836 ,30 30 ,10.0,26.0,1916.0,22.272,51.90651.906,24.774,17.086,388.0,2626,0.0,85.15085.150
93.37393.373,4.738,95.74295.742,"51,95 51,95 ","15,53 15,53 ",47.518 47.518 ,32.152 32.152 ,1.024 1.024 ,24.176,5.92,3.79,5.154,80.78780.787,340.0,8.134,4.0,7676,0.0,89.57489.574
96.14596.145,2.376,97.33397.333,"45,33 45,33 ","13,99 13,99 ",66.274 66.274 ,25.217 25.217 ,907 907 ,6.946,2.924,6.742,9.826,86.17386.173,188.0,5.264,4.0,4242,0.0,97.22797.227
96.79396.793,36.0,96.81196.811,"30,01 30,01 ","7,29 7,29 ",76.280 76.280 ,19.781 19.781 ,47 47 ,258.0,1148.0,2.246,28.302,64.99264.992,27.91,5.138,30.0,55,0.0,96.81096.810
51.11751.117,1404.0,51.81951.819,"27,55 27,55 ","7,04 7,04 ",48.441 48.441 ,451 451 ,755 755 ,2.33,2.014,16.0,890.0,51.34651.346,0.0,0.0,0.0,22,0.0,51.80151.801
12.87812.878,708.0,13.23213.232,"9,72 9,72 ","2,79 2,79 ",11.414 11.414 ,1.025 1.025 ,351 351 ,60.0,824.0,20.0,16.0,12.72012.720,0.0,2.0,0.0,22,0.0,12.74112.741
26.21726.217,848.0,26.64126.641,"27,99 27,99 ","8,39 8,39 ",16.215 16.215 ,2.700 2.700 ,392 392 ,9.544,5.124,410.0,54.0,26.04826.048,4.0,0.0,0.0,00,0.0,26.28226.282
535.640535.640,1594.0,536.437536.437,"50,24 50,24 ","15,83 15,83 ",328.809 328.809 ,199.037 199.037 ,2.845 2.845 ,8.478,3.014,13.766,186.192,360.964360.964,90.54,55.194,3.084,900900,0.0,536.252536.252
39.24439.244,16.0,39.25239.252,"17,06 17,06 ","4,24 4,24 ",33.813 33.813 ,4.365 4.365 ,19 19 ,2.04,70.0,1402.0,18.472,23.13623.136,9.592,1496.0,0.0,00,0.0,38.61738.617
32.72632.726,1460.0,33.45633.456,"74,23 74,23 ","22,17 22,17 ",22.291 22.291 ,7.924 7.924 ,657 657 ,2.0,5.166,28.0,1218.0,36.31936.319,4.0,0.0,0.0,00,0.0,36.94436.944
138.184138.184,184.0,138.276138.276,"35,08 35,08 ","8,72 8,72 ",137.857 137.857 ,115 115 ,116 116 ,176.0,200.0,214.0,54.286,83.89583.895,46.122,7.444,668.0,00,0.0,138.262138.262
2.871.0792.871.079,25.422,2.883.7902.883.790,"56,80 56,80 ","17,33 17,33 ",1.581.770 1.581.770 ,1.141.052 1.141.052 ,115.660 115.660 ,38.536,52.08,17.428,274.378,2.299.7052.299.705,487.006,319.844,4.02,6.7126.712,0.0,2.857.7542.857.754
1.336.3911.336.391,19.786,1.346.2841.346.284,"116,07 116,07 ","44,08 44,08 ",453.178 453.178 ,858.342 858.342 ,19.786 19.786 ,4.344,25.612,4.986,103.598,990.112990.112,297.138,285.952,2.964,9.2589.258,0.0,1.346.6901.346.690
25.66625.666,26.0,25.67925.679,"25,45 25,45 ","6,48 6,48 ",25.387 25.387 ,242 242 ,15 15 ,2.0,68.0,30.0,14.506,14.00314.003,7.552,1186.0,74.0,11,0.0,25.67825.678
83.83283.832,32.0,83.84883.848,"27,46 27,46 ","7,34 7,34 ",55.767 55.767 ,27.809 27.809 ,179 179 ,104.0,82.0,576.0,22.116,47.55147.551,35.35,12.674,1576.0,149149,0.0,83.84683.846
61.74561.745,3.48,63.48563.485,"36,58 36,58 ","11,22 11,22 ",43.949 43.949 ,762 762 ,916 916 ,26.11,9.606,1312.0,12.064,55.79155.791,336.0,0.0,0.0,00,0.0,62.64762.647
83.28883.288,56.0,83.31683.316,"29,58 29,58 ","7,79 7,79 ",55.238 55.238 ,26.553 26.553 ,157 157 ,2.642,94.0,68.0,25.084,48.01548.015,34.368,10.078,758.0,126126,0.0,83.31983.319
609.510609.510,472.0,609.746609.746,"55,87 55,87 ","17,11 17,11 ",348.130 348.130 ,255.596 255.596 ,435 435 ,10.398,772.0,312.0,145.39,434.717434.717,109.986,92.83,3.912,903903,0.0,611.835611.835
169.309169.309,366.0,169.492169.492,"42,93 42,93 ","12,84 12,84 ",113.378 113.378 ,49.767 49.767 ,119 119 ,12.062,394.0,5.728,43.972,104.043104.043,64.586,15.734,708.0,136136,0.0,169.543169.543
27.01327.013,74.0,27.05027.050,"18,36 18,36 ","4,67 4,67 ",21.097 21.097 ,5.164 5.164 ,2 2 ,1474.0,100.0,3.762,13.814,14.24714.247,4.872,2.648,514.0,11,0.0,27.05327.053
37.72037.720,4.0,37.72237.722,"20,29 20,29 ","5,19 5,19 ",32.183 32.183 ,5.482 5.482 ,22 22 ,0.0,70.0,4.958,18.948,20.24820.248,9.584,1460.0,0.0,00,0.0,37.72337.723
63.55263.552,1000.0,64.05264.052,"56,71 56,71 ","18,69 18,69 ",12.756 12.756 ,40.825 40.825 ,3.719 3.719 ,12.38,1124.0,11.474,16.364,46.23546.235,54.0,48.0,50.0,1010,0.0,60.24060.240
16.49116.491,36.0,16.50916.509,"16,88 16,88 ","4,49 4,49 ",16.463 16.463 ,0 0 ,16 16 ,4.0,56.0,20.0,8.164,9.0939.093,5.36,1282.0,0.0,33,0.0,16.50916.509
169.259169.259,3.128,170.823170.823,"32,49 32,49 ","9,07 9,07 ",153.301 153.301 ,13.030 13.030 ,2.572 2.572 ,76.0,3.764,536.0,52.0,170.451170.451,84.0,32.0,10.0,1313,0.0,170.821170.821
88.51288.512,14.0,88.51988.519,"27,35 27,35 ","7,45 7,45 ",59.179 59.179 ,29.283 29.283 ,37 37 ,10.0,30.0,1916.0,20.72,51.67151.671,30.044,20.144,816.0,3333,0.0,88.52488.524
95.64495.644,4.482,97.88597.885,"53,12 53,12 ","15,81 15,81 ",47.078 47.078 ,34.183 34.183 ,1.044 1.044 ,25.562,5.598,3.51,4.696,82.72782.727,428.0,10.336,4.0,110110,0.0,92.32492.324
97.64097.640,2.174,98.72798.727,"45,98 45,98 ","14,14 14,14 ",66.738 66.738 ,26.268 26.268 ,916 916 ,6.914,2.696,6.826,9.05,87.36287.362,194.0,6.48,2.0,5151,0.0,98.68998.689
98.26498.264,6.0,98.26798.267,"30,46 30,46 ","7,38 7,38 ",77.214 77.214 ,20.297 20.297 ,47 47 ,258.0,1160.0,2.246,26.04,64.73764.737,32.482,6.228,58.0,55,0.0,98.26998.269
51.36751.367,1242.0,51.98851.988,"27,64 27,64 ","7,04 7,04 ",48.670 48.670 ,451 451 ,770 770 ,2.378,1816.0,16.0,820.0,51.56851.568,0.0,0.0,0.0,22,0.0,51.98851.988
12.90412.904,634.0,13.22113.221,"9,71 9,71 ","2,78 2,78 ",11.432 11.432 ,1.025 1.025 ,354 354 ,66.0,754.0,18.0,8.0,13.20413.204,0.0,0.0,2.0,22,0.0,13.22013.220
25.38425.384,758.0,25.76325.763,"27,07 27,07 ","8,06 8,06 ",15.343 15.343 ,2.707 2.707 ,396 396 ,9.834,4.8,420.0,50.0,25.51925.519,4.0,0.0,0.0,00,0.0,25.75625.756
545.739545.739,1298.0,546.388546.388,"51,18 51,18 ","16,09 16,09 ",333.117 333.117 ,204.685 204.685 ,2.877 2.877 ,8.64,2.778,13.654,172.032,364.441364.441,106.41,67.788,3.712,1.0141.014,0.0,547.253547.253
39.37539.375,6.0,39.37839.378,"17,11 17,11 ","4,25 4,25 ",33.873 33.873 ,4.365 4.365 ,19 19 ,2.182,60.0,1406.0,17.558,23.45623.456,11.106,1776.0,0.0,00,0.0,39.37939.379
32.96032.960,1238.0,33.57933.579,"74,51 74,51 ","22,10 22,10 ",22.636 22.636 ,7.927 7.927 ,665 665 ,2.0,4.7,30.0,570.0,36.07336.073,4.0,0.0,0.0,00,0.0,36.37536.375
140.635140.635,84.0,140.677140.677,"35,69 35,69 ","8,84 8,84 ",139.944 139.944 ,479 479 ,116 116 ,176.0,100.0,214.0,50.356,83.46283.462,53.932,9.004,910.0,00,0.0,140.670140.670
2.916.0702.916.070,25.39,2.928.7652.928.765,"57,69 57,69 ","17,55 17,55 ",1.585.467 1.585.467 ,1.183.894 1.183.894 ,113.590 113.590 ,39.978,51.65,16.722,214.702,2.266.9482.266.948,525.128,400.982,5.284,7.7207.720,0.0,2.856.0782.856.078
1.362.1931.362.193,19.75,1.372.0681.372.068,"118,29 118,29 ","44,91 44,91 ",454.815 454.815 ,871.262 871.262 ,30.974 30.974 ,4.458,25.576,4.896,98.68,942.525942.525,319.236,351.188,4.056,10.02210.022,0.0,1.341.5741.341.574
26.08026.080,26.0,26.09326.093,"25,86 25,86 ","6,56 6,56 ",25.801 25.801 ,242 242 ,15 15 ,2.0,68.0,30.0,13.742,14.20614.206,8.286,1624.0,86.0,11,0.0,26.09126.091
85.35485.354,32.0,85.37085.370,"27,96 27,96 ","7,45 7,45 ",56.282 56.282 ,28.809 28.809 ,186 186 ,104.0,82.0,480.0,20.706,47.13147.131,38.032,14.996,1958.0,157157,0.0,85.37485.374
62.14362.143,3.48,63.88363.883,"36,81 36,81 ","11,23 11,23 ",43.964 43.964 ,792 792 ,916 916 ,26.816,9.606,1282.0,11.772,71.66871.668,334.0,0.0,0.0,00,0.0,78.36278.362
84.93184.931,56.0,84.95984.959,"30,17 30,17 ","7,93 7,93 ",55.792 55.792 ,27.604 27.604 ,176 176 ,2.68,94.0,66.0,23.842,48.12748.127,36.336,12.222,906.0,146146,0.0,84.95984.959
622.761622.761,474.0,622.998622.998,"57,08 57,08 ","17,43 17,43 ",351.692 351.692 ,264.055 264.055 ,1.450 1.450 ,10.824,778.0,300.0,137.53,429.787429.787,122.218,118.744,5.164,1.0481.048,0.0,622.813622.813
172.252172.252,364.0,172.434172.434,"43,68 43,68 ","13,03 13,03 ",113.909 113.909 ,51.945 51.945 ,122 122 ,12.522,394.0,5.726,40.77,103.990103.990,69.576,19.848,768.0,153153,0.0,172.487172.487
27.75127.751,2.0,27.75227.752,"18,84 18,84 ","4,78 4,78 ",21.573 21.573 ,5.264 5.264 ,2 2 ,1798.0,28.0,3.724,13.042,14.35414.354,5.582,3.684,758.0,22,0.0,27.75127.751
39.54839.548,4.0,39.55039.550,"21,27 21,27 ","5,42 5,42 ",32.598 32.598 ,6.895 6.895 ,22 22 ,0.0,70.0,5.098,18.556,21.58821.588,10.338,1932.0,0.0,00,0.0,39.55039.550
64.97664.976,990.0,65.47165.471,"57,96 57,96 ","19,06 19,06 ",12.755 12.755 ,41.886 41.886 ,4.078 4.078 ,12.39,1114.0,1226.0,26.174,47.66047.660,18.0,110.0,78.0,1010,0.0,61.47361.473
16.75316.753,36.0,16.77116.771,"17,15 17,15 ","4,55 4,55 ",16.725 16.725 ,0 0 ,16 16 ,4.0,56.0,20.0,7.68,9.1029.102,5.968,1664.0,0.0,33,0.0,16.77116.771
169.261169.261,3.124,170.823170.823,"32,49 32,49 ","9,04 9,04 ",153.299 153.299 ,13.030 13.030 ,2.572 2.572 ,84.0,3.76,512.0,50.0,173.430173.430,90.0,36.0,10.0,1313,0.0,173.792173.792
91.61591.615,14.0,91.62291.622,"28,31 28,31 ","7,69 7,69 ",59.921 59.921 ,31.635 31.635 ,46 46 ,10.0,30.0,1916.0,19.618,51.23451.234,34.734,23.308,1118.0,4343,0.0,91.62491.624
98.37698.376,4.48,100.616100.616,"54,60 54,60 ","16,20 16,20 ",47.102 47.102 ,36.620 36.620 ,1.045 1.045 ,26.102,5.596,3.466,4.248,85.04485.044,420.0,13.198,4.0,155155,0.0,95.86795.867
98.52998.529,2.17,99.61499.614,"46,39 46,39 ","14,22 14,22 ",66.806 66.806 ,27.130 27.130 ,917 917 ,6.83,2.692,6.744,8.914,88.69188.691,198.0,7.652,2.0,6262,0.0,100.508100.508
100.570100.570,6.0,100.573100.573,"31,18 31,18 ","7,53 7,53 ",78.064 78.064 ,21.688 21.688 ,47 47 ,258.0,1290.0,2.252,24.446,65.40565.405,34.902,8.636,122.0,55,0.0,100.589100.589
51.40951.409,1242.0,52.03052.030,"27,67 27,67 ","7,03 7,03 ",48.670 48.670 ,451 451 ,770 770 ,2.462,1816.0,18.0,782.0,54.96354.963,0.0,0.0,0.0,22,0.0,55.36555.365
12.90212.902,634.0,13.21913.219,"9,71 9,71 ","2,77 2,77 ",11.432 11.432 ,1.025 1.025 ,354 354 ,62.0,754.0,18.0,8.0,13.28613.286,0.0,0.0,2.0,22,0.0,13.30213.302
25.91225.912,718.0,26.27126.271,"27,61 27,61 ","8,16 8,16 ",15.540 15.540 ,2.718 2.718 ,396 396 ,10.452,4.782,380.0,50.0,32.26632.266,4.0,0.0,0.0,00,0.0,32.48332.483
556.097556.097,1282.0,556.738556.738,"52,15 52,15 ","16,36 16,36 ",337.042 337.042 ,209.673 209.673 ,4.169 4.169 ,8.852,2.856,13.534,161.634,363.177363.177,119.062,84.042,4.64,1.1331.133,0.0,555.766555.766
39.39439.394,6.0,39.39739.397,"17,12 17,12 ","4,24 4,24 ",33.886 33.886 ,4.365 4.365 ,19 19 ,2.194,60.0,1406.0,16.664,23.15823.158,11.912,2.498,0.0,00,0.0,39.39839.398
33.11833.118,1238.0,33.73733.737,"74,86 74,86 ","22,05 22,05 ",22.636 22.636 ,8.085 8.085 ,665 665 ,2.0,4.7,30.0,570.0,36.40836.408,4.0,0.0,0.0,00,0.0,36.71036.710
144.272144.272,84.0,144.314144.314,"36,61 36,61 ","9,04 9,04 ",142.925 142.925 ,1.135 1.135 ,116 116 ,176.0,100.0,214.0,47.374,83.65483.654,59.996,12.464,1246.0,00,0.0,144.301144.301
2.946.7432.946.743,25.284,2.959.3852.959.385,"58,29 58,29 ","17,68 17,68 ",1.586.343 1.586.343 ,1.223.603 1.223.603 ,103.269 103.269 ,40.794,51.546,15.97,200.606,2.253.1972.253.197,549.12,480.376,7.67,8.1808.180,0.0,2.888.2462.888.246
1.360.3811.360.381,19.69,1.370.2261.370.226,"118,13 118,13 ","44,83 44,83 ",455.427 455.427 ,879.950 879.950 ,19.818 19.818 ,4.546,25.516,4.834,93.136,916.813916.813,344.058,397.27,6.174,10.89910.899,0.0,1.350.4501.350.450
26.45926.459,26.0,26.47226.472,"26,24 26,24 ","6,64 6,64 ",26.180 26.180 ,242 242 ,15 15 ,2.0,68.0,30.0,13.026,14.48414.484,8.212,2.626,78.0,11,0.0,26.47126.471
86.53786.537,32.0,86.55386.553,"28,35 28,35 ","7,54 7,54 ",56.818 56.818 ,29.456 29.456 ,186 186 ,104.0,82.0,388.0,19.186,46.77146.771,37.216,20.184,2.272,159159,0.0,86.55386.553
62.27962.279,3.48,64.01964.019,"36,89 36,89 ","11,21 11,21 ",43.968 43.968 ,811 811 ,916 916 ,27.042,9.606,1250.0,11.548,71.88171.881,336.0,0.0,0.0,00,0.0,78.44878.448
85.40985.409,52.0,85.43585.435,"30,34 30,34 ","7,95 7,95 ",55.681 55.681 ,28.178 28.178 ,177 177 ,2.708,90.0,58.0,22.496,48.10448.104,35.754,15.138,912.0,150150,0.0,85.43385.433
625.835625.835,470.0,626.070626.070,"57,36 57,36 ","17,47 17,47 ",353.530 353.530 ,266.062 266.062 ,480 480 ,11.226,770.0,296.0,127.492,427.471427.471,125.978,134.302,6.672,1.0881.088,0.0,625.929625.929
173.957173.957,360.0,174.137174.137,"44,11 44,11 ","13,12 13,12 ",113.983 113.983 ,53.411 53.411 ,122 122 ,12.854,388.0,5.73,37.766,104.224104.224,67.978,27.336,798.0,163163,0.0,174.191174.191
28.08828.088,2.0,28.08928.089,"19,07 19,07 ","4,83 4,83 ",21.734 21.734 ,5.314 5.314 ,4 4 ,2.046,28.0,3.582,12.162,14.27914.279,5.408,5.426,1038.0,44,0.0,28.09128.091
39.92239.922,4.0,39.92439.924,"21,47 21,47 ","5,46 5,46 ",32.934 32.934 ,6.933 6.933 ,22 22 ,0.0,70.0,5.102,17.752,21.86721.867,10.088,3.174,0.0,00,0.0,39.92539.925
66.05466.054,624.0,66.36666.366,"58,76 58,76 ","19,27 19,27 ",12.755 12.755 ,42.705 42.705 ,4.327 4.327 ,12.41,748.0,1184.0,25.902,48.79848.798,32.0,126.0,98.0,1010,0.0,62.47962.479
16.91416.914,36.0,16.93216.932,"17,32 17,32 ","4,58 4,58 ",16.886 16.886 ,0 0 ,16 16 ,4.0,56.0,20.0,7.276,9.1279.127,5.874,2.43,4.0,33,0.0,16.93216.932
169.251169.251,3.112,170.807170.807,"32,49 32,49 ","9,02 9,02 ",153.293 153.293 ,13.030 13.030 ,2.572 2.572 ,76.0,3.748,482.0,46.0,174.719174.719,76.0,82.0,10.0,1313,0.0,175.080175.080
92.84692.846,14.0,92.85392.853,"28,69 28,69 ","7,77 7,77 ",60.252 60.252 ,32.533 32.533 ,48 48 ,10.0,30.0,1918.0,18.338,51.02951.029,34.562,27.38,1350.0,5252,0.0,92.85592.855
105.122105.122,4.588,107.416107.416,"58,29 58,29 ","17,23 17,23 ",51.680 51.680 ,38.902 38.902 ,1.048 1.048 ,25.868,5.704,3.454,4.122,89.67889.678,910.0,15.868,18.0,175175,0.0,102.039102.039
98.65598.655,2.134,99.72299.722,"46,44 46,44 ","14,19 14,19 ",66.851 66.851 ,27.221 27.221 ,915 915 ,6.814,2.656,6.564,8.946,89.06289.062,402.0,8.048,10.0,7575,0.0,101.122101.122
101.917101.917,6.0,101.920101.920,"31,59 31,59 ","7,60 7,60 ",78.744 78.744 ,22.446 22.446 ,47 47 ,258.0,1108.0,2.244,22.774,65.67765.677,34.278,13.014,198.0,55,0.0,101.936101.936
51.40851.408,1242.0,52.02952.029,"27,66 27,66 ","7,01 7,01 ",48.670 48.670 ,451 451 ,770 770 ,2.46,1816.0,18.0,772.0,55.76155.761,0.0,0.0,0.0,22,0.0,56.15856.158
12.90112.901,634.0,13.21813.218,"9,71 9,71 ","2,76 2,76 ",11.432 11.432 ,1.025 1.025 ,354 354 ,60.0,754.0,16.0,8.0,13.47313.473,0.0,0.0,2.0,22,0.0,13.48813.488
26.04726.047,712.0,26.40326.403,"27,74 27,74 ","8,14 8,14 ",15.614 15.614 ,2.723 2.723 ,396 396 ,10.522,4.818,376.0,52.0,32.33832.338,6.0,0.0,0.0,00,0.0,32.55532.555
561.045561.045,1254.0,561.672561.672,"52,61 52,61 ","16,47 16,47 ",339.843 339.843 ,212.911 212.911 ,2.885 2.885 ,9.192,2.874,13.318,151.54,361.264361.264,121.97,102.516,6.158,1.1891.189,0.0,560.204560.204
39.13239.132,6.0,39.13539.135,"17,00 17,00 ","4,20 4,20 ",33.582 33.582 ,4.365 4.365 ,19 19 ,2.278,60.0,1406.0,15.672,23.07423.074,11.338,3.712,0.0,00,0.0,39.13839.138
29.33429.334,1238.0,29.95329.953,"66,46 66,46 ","19,44 19,44 ",22.636 22.636 ,4.301 4.301 ,665 665 ,2.0,4.7,32.0,570.0,32.66232.662,0.0,0.0,0.0,00,0.0,32.96332.963
146.053146.053,84.0,146.095146.095,"37,06 37,06 ","9,12 9,12 ",144.188 144.188 ,1.653 1.653 ,116 116 ,176.0,100.0,214.0,43.6,83.88783.887,59.884,19.014,1674.0,00,0.0,146.080146.080
2.929.9032.929.903,25.224,2.942.5152.942.515,"57,34 57,34 ","17,54 17,54 ",1.583.560 1.583.560 ,1.200.859 1.200.859 ,111.231 111.231 ,42.216,51.514,14.702,195.76,2.214.7602.214.760,579.858,494.744,16.63,9.5299.529,0.0,2.875.1362.875.136
1.328.0791.328.079,19.634,1.337.8961.337.896,"115,16 115,16 ","43,76 43,76 ",454.425 454.425 ,832.126 832.126 ,36.332 36.332 ,4.568,25.458,4.62,87.372,869.048869.048,357.33,385.288,13.154,10.83810.838,0.0,1.303.7681.303.768
26.37626.376,26.0,26.38926.389,"25,91 25,91 ","6,61 6,61 ",26.096 26.096 ,243 243 ,15 15 ,2.0,68.0,30.0,12.204,14.65314.653,8.482,2.668,84.0,11,0.0,26.38826.388
86.63586.635,32.0,86.65186.651,"28,08 28,08 ","7,52 7,52 ",56.353 56.353 ,29.994 29.994 ,211 211 ,104.0,82.0,388.0,17.51,46.30446.304,38.776,21.174,2.476,184184,0.0,86.65086.650
62.06062.060,3.48,63.80063.800,"36,09 36,09 ","11,12 11,12 ",43.967 43.967 ,834 834 ,916 916 ,26.56,9.606,188.0,10.19,72.39672.396,2.132,0.0,0.0,00,0.0,78.65178.651
85.51085.510,52.0,85.53685.536,"30,08 30,08 ","7,94 7,94 ",55.454 55.454 ,28.491 28.491 ,192 192 ,2.708,90.0,58.0,21.38,47.83347.833,36.75,15.822,1052.0,170170,0.0,85.53485.534
609.692609.692,468.0,609.926609.926,"55,28 55,28 ","16,97 16,97 ",350.884 350.884 ,252.346 252.346 ,674 674 ,11.272,772.0,296.0,118.968,414.452414.452,131.526,132.91,8.286,1.0391.039,0.0,611.484611.484
174.634174.634,358.0,174.813174.813,"43,85 43,85 ","13,14 13,14 ",113.101 113.101 ,54.948 54.948 ,146 146 ,12.85,386.0,5.728,35.498,104.137104.137,70.208,28.114,914.0,165165,0.0,174.533174.533
28.31328.313,2.0,28.31428.314,"19,04 19,04 ","4,86 4,86 ",21.852 21.852 ,5.420 5.420 ,5 5 ,2.046,28.0,3.476,11.462,14.16314.163,6.458,5.812,1088.0,55,0.0,28.31628.316
40.28740.287,4.0,40.28940.289,"21,41 21,41 ","5,49 5,49 ",33.481 33.481 ,6.751 6.751 ,22 22 ,0.0,70.0,5.086,17.116,22.38322.383,10.376,3.246,0.0,00,0.0,40.29540.295
65.44265.442,974.0,65.92965.929,"57,84 57,84 ","19,10 19,10 ",12.754 12.754 ,41.881 41.881 ,4.536 4.536 ,12.418,1098.0,852.0,22.13,52.11752.117,30.0,156.0,142.0,1111,0.0,63.78363.783
16.67316.673,36.0,16.69116.691,"16,83 16,83 ","4,50 4,50 ",16.645 16.645 ,0 0 ,16 16 ,4.0,56.0,20.0,6.764,9.0609.060,5.96,2.508,4.0,33,0.0,16.69116.691
169.257169.257,3.106,170.810170.810,"32,12 32,12 ","8,99 8,99 ",153.299 153.299 ,13.030 13.030 ,2.576 2.576 ,68.0,3.742,470.0,42.0,175.376175.376,94.0,86.0,10.0,1717,0.0,175.744175.744
