banda ancha fija,dial up,total_conexion,accesos por cada 100 hogares,accesos por cada 100 hab,adsl,cablemodem,fibra óptica,wireless,otros Mbps,hasta 512 kbps,+ 512 kbps - 1 mbps,+ 1 mbps - 6 mbps,+ 6 mbps - 10 mbps,+ 10 mbps - 20 mbps,+ 20 mbps - 30 mbps,+ 30 mbps,otros,total suma Mbps
155.266155.266,1600.0,156.066156.066,"80,71 80,71 ","24,74 24,74 ",49.269 49.269 ,55.794 55.794 ,8.946 8.946 ,46.752,37.362,208.0,210.0,89.16889.168,52.562,37.076,10.64,1.6431.643,29.814,156.066156.066
133.816133.816,6.0,133.819133.819,"44,90 44,90 ","11,82 11,82 ",44.805 44.805 ,69.403 69.403 ,7.542 7.542 ,13.532,10.606,134.0,1290.0,29.62929.629,56.956,49.584,19.374,35.46835.468,10.106,133.819133.819
946.726946.726,124.0,946.788946.788,"81,28 81,28 ","24,89 24,89 ",229.275 229.275 ,477.223 477.223 ,167.495 167.495 ,115.234,30.356,198.0,4.904,204.989204.989,282.57,130.1,94.396,476.459476.459,18.512,946.788946.788
260.360260.360,30.0,260.375260.375,"62,18 62,18 ","18,59 18,59 ",74.443 74.443 ,128.752 128.752 ,20.485 20.485 ,47.0,26.39,214.0,6.048,61.35461.354,119.552,78.228,32.568,67.96167.961,25.51,260.375260.375
52.79552.795,0.0,52.79552.795,"33,96 33,96 ","8,64 8,64 ",18.093 18.093 ,14.111 14.111 ,4.730 4.730 ,31.38,342.0,762.0,0.0,22.77822.778,14.284,13.956,2.384,12.70712.707,3.234,52.79552.795
111.158111.158,0.0,111.158111.158,"55,69 55,69 ","14,24 14,24 ",23.554 23.554 ,60.758 60.758 ,19.926 19.926 ,5.904,7.936,96.0,350.0,23.88423.884,32.834,75.51,1122.0,29.91729.917,4.802,111.158111.158
100.371100.371,232.0,100.487100.487,"84,28 84,28 ","27,77 27,77 ",9.015 9.015 ,57.881 57.881 ,17.817 17.817 ,28.958,2.59,596.0,626.0,65.06365.063,14.79,17.474,8.046,10.50610.506,8.304,100.487100.487
82.15782.157,6.0,82.16082.160,"77,26 77,26 ","20,57 20,57 ",11.329 11.329 ,54.744 54.744 ,9.444 9.444 ,13.226,60.0,36.0,2.0,5.3665.366,11.958,46.63,9.736,42.61342.613,0.0,82.16082.160
255.320255.320,1238.0,255.939255.939,"45,55 45,55 ","12,71 12,71 ",91.474 91.474 ,71.247 71.247 ,70.579 70.579 ,43.622,1656.0,72.0,62.0,151.871151.871,25.28,125.256,15.192,21.08721.087,100.0,255.939255.939
158.528158.528,0.0,158.528158.528,"45,57 45,57 ","12,41 12,41 ",43.230 43.230 ,89.469 89.469 ,10.969 10.969 ,14.396,15.324,102.0,10.0,41.93241.932,50.198,52.158,29.584,42.29142.291,16.558,158.528158.528
139.436139.436,746.0,139.809139.809,"69,71 69,71 ","20,75 20,75 ",29.650 29.650 ,73.794 73.794 ,16.455 16.455 ,38.54,1280.0,224.0,654.0,57.44157.441,17.132,12.468,7.262,57.91957.919,11.158,139.809139.809
144.084144.084,1002.0,144.585144.585,"61,97 61,97 ","19,06 19,06 ",47.934 47.934 ,44.519 44.519 ,18.725 18.725 ,30.062,36.752,250.0,1114.0,68.99168.991,7.46,29.76,4.564,34.01134.011,40.018,144.585144.585
195.831195.831,4.0,195.833195.833,"55,96 55,96 ","13,55 13,55 ",49.212 49.212 ,98.318 98.318 ,36.126 36.126 ,11.448,12.906,202.0,40.0,41.43141.431,140.208,13.924,7.756,67.01067.010,12.654,195.833195.833
79.22779.227,512.0,79.48379.483,"39,46 39,46 ","10,05 10,05 ",40.072 40.072 ,12.922 12.922 ,6.670 6.670 ,22.744,16.894,36.0,666.0,59.87359.873,1504.0,26.5,676.0,278278,9.282,79.48379.483
117.716117.716,296.0,117.864117.864,"79,87 79,87 ","22,86 22,86 ",8.417 8.417 ,11.884 11.884 ,27 27 ,137.712,57.36,120.0,0.0,11.55211.552,4.81,12.982,135.884,2222,58.784,117.864117.864
48.77948.779,394.0,48.97648.976,"43,75 43,75 ","13,02 13,02 ",12.347 12.347 ,22.961 22.961 ,6.328 6.328 ,8.538,6.142,100.0,0.0,30.56130.561,16.73,13.598,3.576,678678,1470.0,48.97648.976
841.433841.433,302.0,841.584841.584,"75,02 75,02 ","23,59 23,59 ",245.929 245.929 ,443.156 443.156 ,93.412 93.412 ,86.894,31.28,934.0,1158.0,193.207193.207,402.5,167.882,110.16,290.793290.793,32.534,841.584841.584
115.457115.457,2.0,115.458115.458,"47,00 47,00 ","11,66 11,66 ",19.939 19.939 ,85.535 85.535 ,909 909 ,12.294,5.856,246.0,1818.0,32.75232.752,123.676,22.548,1602.0,6.8636.863,1796.0,115.458115.458
49.93449.934,578.0,50.22350.223,"94,95 94,95 ","28,15 28,15 ",12.853 12.853 ,36.958 36.958 ,6 6 ,32.0,780.0,34.0,0.0,23.72323.723,26.794,19.564,2.866,976976,1790.0,50.22350.223
232.447232.447,50.0,232.472232.472,"54,64 54,64 ","13,53 13,53 ",104.489 104.489 ,53.868 53.868 ,70.964 70.964 ,4.816,1486.0,64.0,194.0,39.44639.446,100.586,43.972,10.6,115.154115.154,328.0,232.472232.472
4.549.131,6.293,4.555.424,"76,08 ","25,56 ",392.045 ,2.728.865 ,1.242.121 ,125.521,66.872,31.591,30.056,313.382,321.756,290.127,161.183,3.381.049,26.28,4.555.424
1.415.378,2.163,1.417.541,"111,80 ","46,01 ",102.290 ,1.217.225 ,62.308 ,5.784,29.934,527.0,5.575,39.918,77.39,61.053,43.289,1.188.072,1.717,1.417.541
62.377,1.0,62.378,"58,21 ","14,81 ",14.181 ,15.517 ,29.118 ,1.328,2.234,71.0,456.0,4.386,7.009,8.773,3.761,35.715,2.207,62.378
144.114,5.0,144.119,"44,06 ","11,78 ",32.391 ,64.546 ,36.662 ,8.164,2.356,461.0,1.099,16.888,21.235,20.898,13.012,62.946,7.58,144.119
170.701,927.0,171.628,"88,05 ","26,99 ",44.133 ,66.667 ,9.184 ,30.592,21.052,113.0,1.677,61.369,31.856,33.08,13.871,14.055,15.607,171.628
142.574,4.0,142.578,"47,64 ","12,55 ",40.462 ,79.093 ,10.875 ,6.774,5.374,67.0,4.029,24.563,25.665,27.077,10.452,43.631,7.094,142.578
1.003.729,74.0,1.003.803,"85,76 ","26,26 ",195.610 ,501.799 ,235.838 ,60.843,9.713,100.0,12.782,165.922,126.009,73.967,34.892,577.027,13.104,1.003.803
267.904,22.0,267.926,"63,70 ","19,05 ",67.159 ,138.986 ,23.091 ,26.098,12.592,107.0,5.745,50.075,49.62,42.294,21.578,81.757,16.75,267.926
54.548,0.0,54.548,"34,96 ","8,90 ",16.397 ,15.927 ,5.146 ,16.876,202.0,97.0,448.0,24.113,6.945,6.613,716.0,15.028,588.0,54.548
116.509,0.0,116.509,"58,06 ","14,85 ",21.307 ,60.616 ,25.949 ,4.662,3.975,58.0,1.761,22.141,16.321,37.923,576.0,35.287,2.442,116.509
109.560,172.0,109.732,"91,66 ","30,20 ",8.003 ,58.978 ,21.739 ,19.903,1.109,301.0,2.223,62.812,9.869,12.044,5.25,14.400,2.833,109.732
84.299,4.0,84.303,"78,77 ","20,97 ",9.103 ,59.228 ,9.546 ,6.395,31.0,18.0,778.0,3.576,4.692,23.624,5.645,45.970,0.0,84.303
274.399,786.0,275.185,"48,74 ","13,60 ",49.464 ,74.145 ,123.228 ,26.969,1.379,114.0,3.355,51.230,26.407,74.178,21.566,95.048,3.287,275.185
171.508,0.0,171.508,"49,04 ","13,36 ",39.147 ,91.752 ,25.178 ,7.807,7.624,51.0,3.873,35.655,22.261,26.855,15.854,58.610,8.349,171.508
149.208,471.0,149.679,"74,17 ","22,08 ",28.443 ,73.200 ,24.193 ,23.098,745.0,137.0,1.123,39.856,15.623,11.163,2.654,71.238,7.885,149.679
156.821,553.0,157.374,"67,04 ","20,62 ",38.662 ,45.366 ,38.037 ,16.815,18.494,116.0,1.383,35.565,18.859,26.926,14.144,37.729,22.652,157.374
197.510,5.0,197.515,"56,11 ","13,59 ",44.714 ,98.667 ,40.994 ,5.95,7.19,114.0,1.725,35.576,68.246,6.313,2.214,76.838,6.489,197.515
87.888,290.0,88.178,"43,55 ","11,09 ",34.038 ,14.449 ,11.294 ,20.723,7.674,26.0,2.269,32.356,11.914,25.144,2.088,11.916,2.465,88.178
119.659,185.0,119.844,"80,72 ","23,10 ",7.987 ,11.296 ,31 ,71.809,28.721,61.0,643.0,8.287,3.837,9.802,68.612,13,28.589,119.844
48.898,204.0,49.102,"43,34 ","12,89 ",10.537 ,23.420 ,10.766 ,3.974,405.0,51.0,6.898,12.710,11.502,12.277,2.628,2.551,485.0,49.102
870.364,115.0,870.479,"77,30 ","24,31 ",213.486 ,444.609 ,146.552 ,45.261,20.571,468.0,12.435,143.796,208.361,84.787,58.018,344.170,18.444,870.479
116.459,2.0,116.461,"47,17 ","11,71 ",18.118 ,87.979 ,1.093 ,6.349,2.922,178.0,1.401,30.220,61.17,13.542,849.0,8.309,792.0,116.461
52.298,313.0,52.611,"98,29 ","29,14 ",13.031 ,38.700 ,416 ,124.0,340.0,24.0,894.0,12.849,15.64,18.034,1.767,982,2.421,52.611
245.554,30.0,245.584,"57,39 ","14,22 ",92.532 ,62.396 ,86.174 ,3.995,487.0,39.0,2.212,36.028,46.961,21.014,5.211,133.846,273.0,245.584
4.660.9844.660.984,12.398,4.667.1834.667.183,"77,58 77,58 ","26,13 26,13 ",350.652 350.652 ,2.719.613 2.719.613 ,1.399.043 1.399.043 ,253.694,142.056,61.278,56.646,295.238295.238,615.108,547.908,259.738,3.535.7573.535.757,131.698,4.667.1834.667.183
1.534.6261.534.626,4.29,1.536.7711.536.771,"121,31 121,31 ","49,87 49,87 ",145.491 145.491 ,1.232.226 1.232.226 ,121.506 121.506 ,11.514,63.582,1034.0,11.96,36.03636.036,144.868,110.744,63.142,1.229.2541.229.254,211.214,1.536.7711.536.771
67.00767.007,2.0,67.00867.008,"62,40 62,40 ","15,87 15,87 ",11.928 11.928 ,9.430 9.430 ,42.087 42.087 ,2.658,4.468,142.0,826.0,3.6783.678,12.31,14.33,6.786,43.92643.926,4.414,67.00867.008
143.559143.559,10.0,143.564143.564,"43,79 43,79 ","11,70 11,70 ",29.552 29.552 ,61.284 61.284 ,42.194 42.194 ,16.356,4.712,922.0,2.094,17.60317.603,40.218,16.782,31.948,76.27176.271,7.416,143.564143.564
161.901161.901,1808.0,162.805162.805,"83,19 83,19 ","25,50 25,50 ",45.377 45.377 ,69.242 69.242 ,9.574 9.574 ,59.568,17.656,218.0,2.888,45.80445.804,62.434,68.58,29.052,15.39415.394,40.042,162.805162.805
144.993144.993,8.0,144.997144.997,"48,35 48,35 ","12,73 12,73 ",38.468 38.468 ,75.769 75.769 ,18.181 18.181 ,14.512,10.646,134.0,7.874,24.25324.253,49.684,16.002,43.438,55.07155.071,14.214,144.997144.997
1.026.3671.026.367,136.0,1.026.4351.026.435,"87,48 87,48 ","26,78 26,78 ",179.181 179.181 ,467.595 467.595 ,308.895 308.895 ,122.214,19.314,198.0,23.942,160.486160.486,240.97,143.846,57.29,619.400619.400,26.852,1.026.4351.026.435
269.330269.330,44.0,269.352269.352,"63,90 63,90 ","19,10 19,10 ",63.794 63.794 ,131.029 131.029 ,35.839 35.839 ,52.196,25.184,214.0,11.312,48.63748.637,97.114,37.024,64.71,98.76998.769,33.518,269.352269.352
67.88167.881,0.0,67.88167.881,"43,42 43,42 ","11,05 11,05 ",15.397 15.397 ,25.487 25.487 ,9.875 9.875 ,33.82,424.0,194.0,814.0,23.83423.834,39.412,12.66,1182.0,16.32616.326,1180.0,67.88167.881
115.314115.314,0.0,115.314115.314,"57,32 57,32 ","14,66 14,66 ",20.303 20.303 ,54.495 54.495 ,34.184 34.184 ,7.91,4.754,116.0,3.658,19.45819.458,31.58,75.572,1098.0,37.39137.391,4.906,115.314115.314
111.356111.356,342.0,111.527111.527,"92,98 92,98 ","30,63 30,63 ",7.796 7.796 ,59.273 59.273 ,22.994 22.994 ,40.4,2.528,136.0,3.774,62.54662.546,19.684,23.6,10.494,17.12517.125,6.024,111.527111.527
86.02686.026,8.0,86.03086.030,"80,14 80,14 ","21,33 21,33 ",7.759 7.759 ,52.656 52.656 ,19.189 19.189 ,12.79,62.0,36.0,1456.0,3.1793.179,7.78,47.628,10.962,48.92048.920,0.0,86.03086.030
278.785278.785,1554.0,279.562279.562,"49,39 49,39 ","13,78 13,78 ",37.663 37.663 ,77.504 77.504 ,135.504 135.504 ,53.928,3.854,206.0,5.908,44.96144.961,45.114,128.276,39.086,121.366121.366,7.88,279.562279.562
178.813178.813,0.0,178.813178.813,"51,00 51,00 ","13,89 13,89 ",37.208 37.208 ,89.260 89.260 ,33.649 33.649 ,22.148,15.244,102.0,7.616,37.25437.254,43.424,25.548,39.514,75.10775.107,16.7,178.813178.813
161.500161.500,936.0,161.968161.968,"80,02 80,02 ","23,82 23,82 ",29.749 29.749 ,74.905 74.905 ,28.824 28.824 ,54.742,2.238,268.0,1998.0,38.82638.826,30.132,18.41,4.078,76.98276.982,37.434,161.968161.968
159.216159.216,1096.0,159.764159.764,"67,85 67,85 ","20,87 20,87 ",36.050 36.050 ,47.040 47.040 ,40.946 40.946 ,33.52,37.936,222.0,2.454,33.36433.364,35.876,54.336,27.428,41.97241.972,48.54,159.764159.764
203.172203.172,10.0,203.177203.177,"57,54 57,54 ","13,94 13,94 ",42.665 42.665 ,96.178 96.178 ,47.076 47.076 ,20.136,14.38,228.0,3.06,33.73233.732,145.322,12.024,2.312,81.47881.478,12.988,203.177203.177
100.126100.126,562.0,100.407100.407,"49,46 49,46 ","12,60 12,60 ",38.570 38.570 ,19.734 19.734 ,12.328 12.328 ,43.718,15.832,48.0,4.054,30.38530.385,22.552,49.298,7.456,16.70116.701,23.234,100.407100.407
121.559121.559,364.0,121.741121.741,"81,76 81,76 ","23,40 23,40 ",6.860 6.860 ,29.034 29.034 ,248 248 ,141.228,29.97,120.0,612.0,6.8406.840,42.434,22.104,134.876,1313,29.63,121.741121.741
48.98748.987,396.0,49.18549.185,"43,15 43,15 ","12,84 12,84 ",10.170 10.170 ,23.725 23.725 ,10.815 10.815 ,7.792,1158.0,104.0,13.682,12.34812.348,22.738,23.77,4.908,3.5923.592,1288.0,49.18549.185
878.749878.749,220.0,878.859878.859,"77,90 77,90 ","24,50 24,50 ",198.492 198.492 ,428.233 428.233 ,189.503 189.503 ,86.162,39.1,936.0,23.514,138.534138.534,408.762,148.266,116.228,373.888373.888,35.168,878.859878.859
118.042118.042,4.0,118.044118.044,"47,70 47,70 ","11,84 11,84 ",16.561 16.561 ,80.338 80.338 ,11.605 11.605 ,13.236,5.844,356.0,2.802,29.58129.581,119.862,29.212,1766.0,10.67210.672,1584.0,118.044118.044
53.45853.458,624.0,53.77053.770,"99,86 99,86 ","29,60 29,60 ",12.754 12.754 ,39.837 39.837 ,403 403 ,250.0,1302.0,44.0,1662.0,12.05212.052,29.656,39.936,3.424,1.0061.006,6.702,53.77053.770
254.497254.497,60.0,254.527254.527,"59,31 59,31 ","14,69 14,69 ",85.893 85.893 ,15.327 15.327 ,148.823 148.823 ,7.994,974.0,78.0,4.39,34.46134.461,87.026,47.268,9.726,145.541145.541,562.0,254.527254.527
4.715.4694.715.469,12.398,4.721.6684.721.668,"78,11 78,11 ","26,37 26,37 ",339.648 339.648 ,2.748.325 2.748.325 ,1.436.433 1.436.433 ,253.692,140.832,59.97,55.418,290.315290.315,595.83,534.088,248.38,3.618.6893.618.689,131.642,4.721.6684.721.668
1.545.5341.545.534,4.29,1.547.6791.547.679,"122,28 122,28 ","50,22 50,22 ",140.791 140.791 ,1.240.125 1.240.125 ,129.218 129.218 ,11.516,63.574,1034.0,11.484,34.37134.371,135.658,103.892,57.384,1.253.1051.253.105,210.954,1.547.6791.547.679
70.29270.292,2.0,70.29370.293,"65,33 65,33 ","16,62 16,62 ",10.010 10.010 ,10.495 10.495 ,46.224 46.224 ,2.658,4.47,142.0,768.0,3.1073.107,10.778,10.198,7.474,50.29850.298,4.416,70.29370.293
144.141144.141,10.0,144.146144.146,"43,86 43,86 ","11,72 11,72 ",27.164 27.164 ,61.800 61.800 ,44.645 44.645 ,16.356,4.718,922.0,1974.0,16.78216.782,37.876,16.098,31.656,79.39079.390,7.422,144.146144.146
164.874164.874,1808.0,165.778165.778,"84,38 84,38 ","25,86 25,86 ",45.377 45.377 ,72.212 72.212 ,9.574 9.574 ,59.568,17.662,218.0,2.888,45.70745.707,61.88,69.364,30.618,17.56317.563,40.048,165.778165.778
144.842144.842,8.0,144.846144.846,"48,21 48,21 ","12,69 12,69 ",36.508 36.508 ,77.140 77.140 ,18.619 18.619 ,14.512,10.646,134.0,7.73,23.42723.427,47.896,15.552,43.412,56.95056.950,14.214,144.846144.846
1.038.6001.038.600,136.0,1.038.6681.038.668,"88,31 88,31 ","27,04 27,04 ",163.770 163.770 ,465.461 465.461 ,338.570 338.570 ,122.14,19.594,198.0,22.624,153.324153.324,223.23,141.978,54.224,650.344650.344,27.746,1.038.6681.038.668
268.937268.937,44.0,268.959268.959,"63,67 63,67 ","19,04 19,04 ",60.345 60.345 ,132.952 132.952 ,36.971 36.971 ,52.196,25.186,214.0,11.098,47.21047.210,93.71,36.526,64.042,102.195102.195,33.518,268.959268.959
68.53768.537,2.0,68.53868.538,"43,76 43,76 ","11,14 11,14 ",14.470 14.470 ,25.880 25.880 ,11.041 11.041 ,33.87,424.0,194.0,614.0,23.53823.538,39.09,12.388,1128.0,17.70417.704,1178.0,68.53868.538
118.823118.823,0.0,118.823118.823,"58,91 58,91 ","15,06 15,06 ",19.257 19.257 ,52.978 52.978 ,40.172 40.172 ,8.066,4.766,116.0,3.758,19.13519.135,30.508,72.166,1038.0,45.89545.895,0.0,118.823118.823
115.921115.921,342.0,116.092116.092,"96,59 96,59 ","31,82 31,82 ",7.796 7.796 ,60.078 60.078 ,23.551 23.551 ,40.432,8.902,136.0,3.774,61.54061.540,19.306,23.184,11.218,22.73122.731,6.024,116.092116.092
86.86086.860,8.0,86.86486.864,"80,66 80,66 ","21,47 21,47 ",6.842 6.842 ,53.899 53.899 ,19.697 19.697 ,12.79,62.0,36.0,1378.0,2.8422.842,6.75,48.438,10.662,50.39050.390,0.0,86.86486.864
288.746288.746,1554.0,289.523289.523,"51,03 51,03 ","14,24 14,24 ",37.659 37.659 ,78.858 78.858 ,142.615 142.615 ,55.25,5.532,206.0,5.906,44.23244.232,43.954,96.402,34.486,150.043150.043,9.542,289.523289.523
182.157182.157,0.0,182.157182.157,"51,82 51,82 ","14,11 14,11 ",35.513 35.513 ,88.902 88.902 ,39.046 39.046 ,22.148,15.244,102.0,7.498,36.62836.628,41.516,25.352,39.23,80.33080.330,16.7,182.157182.157
162.693162.693,936.0,163.161163.161,"80,37 80,37 ","23,92 23,92 ",29.352 29.352 ,75.815 75.815 ,29.396 29.396 ,54.964,2.232,268.0,1982.0,38.48538.485,28.16,18.4,13.4,78.71378.713,29.716,163.161163.161
160.010160.010,1096.0,160.558160.558,"67,98 67,98 ","20,91 20,91 ",35.552 35.552 ,48.260 48.260 ,41.017 41.017 ,33.52,37.938,222.0,2.442,32.93632.936,35.72,55.868,27.258,42.59642.596,48.542,160.558160.558
204.536204.536,10.0,204.541204.541,"57,76 57,76 ","13,99 13,99 ",40.006 40.006 ,96.984 96.984 ,50.254 50.254 ,20.164,14.43,228.0,2.98,32.92332.923,142.398,11.324,2.002,85.66185.661,12.982,204.541204.541
103.118103.118,562.0,103.399103.399,"50,80 50,80 ","12,94 12,94 ",38.570 38.570 ,22.723 22.723 ,12.328 12.328 ,43.72,15.836,48.0,4.054,30.32430.324,22.494,44.314,13.56,19.22119.221,23.238,103.399103.399
121.888121.888,364.0,122.070122.070,"81,74 81,74 ","23,39 23,39 ",6.860 6.860 ,29.363 29.363 ,248 248 ,141.228,29.97,120.0,614.0,6.5636.563,41.626,24.122,134.876,1313,29.63,122.070122.070
49.31249.312,396.0,49.51049.510,"43,19 43,19 ","12,85 12,85 ",10.170 10.170 ,24.047 24.047 ,10.815 10.815 ,7.792,1164.0,104.0,13.682,12.34212.342,22.626,22.756,4.666,4.6044.604,1294.0,49.51049.510
887.700887.700,220.0,887.810887.810,"78,55 78,55 ","24,70 24,70 ",183.740 183.740 ,426.255 426.255 ,215.189 215.189 ,86.158,39.094,936.0,22.264,132.709132.709,397.176,141.794,114.91,396.352396.352,40.418,887.810887.810
119.030119.030,4.0,119.032119.032,"47,98 47,98 ","11,91 11,91 ",15.385 15.385 ,80.937 80.937 ,13.170 13.170 ,13.236,5.844,356.0,2.768,28.35728.357,117.964,32.174,1820.0,12.34212.342,1584.0,119.032119.032
53.58453.584,624.0,53.89653.896,"99,51 99,51 ","29,50 29,50 ",12.754 12.754 ,39.963 39.963 ,403 403 ,250.0,1302.0,44.0,1662.0,12.00212.002,29.63,40.204,3.504,1.0211.021,6.702,53.89653.896
263.087263.087,60.0,263.117263.117,"61,14 61,14 ","15,14 15,14 ",77.738 77.738 ,18.518 18.518 ,162.345 162.345 ,7.994,1038.0,78.0,4.094,32.57132.571,78.036,50.428,8.696,159.600159.600,560.0,263.117263.117
4.788.4664.788.466,12.398,4.794.6654.794.665,"78,94 78,94 ","26,72 26,72 ",325.908 325.908 ,2.767.247 2.767.247 ,1.499.149 1.499.149 ,259.82,144.902,57.868,46.694,259.866259.866,563.1,489.11,197.34,3.760.1093.760.109,195.268,4.794.6654.794.665
1.549.7811.549.781,4.29,1.551.9261.551.926,"122,73 122,73 ","50,35 50,35 ",138.753 138.753 ,1.238.196 1.238.196 ,138.548 138.548 ,9.206,63.652,1032.0,10.192,31.32031.320,129.306,72.672,16.232,1.299.1171.299.117,213.544,1.551.9261.551.926
70.90870.908,2.0,70.90970.909,"65,77 65,77 ","16,73 16,73 ",8.952 8.952 ,10.998 10.998 ,47.337 47.337 ,2.758,4.486,142.0,630.0,2.7162.716,10.056,9.276,6.244,52.73952.739,4.56,70.90970.909
143.658143.658,10.0,143.663143.663,"43,62 43,62 ","11,66 11,66 ",24.582 24.582 ,61.265 61.265 ,47.285 47.285 ,15.914,5.148,922.0,1542.0,16.06716.067,35.692,13.408,6.078,94.86694.866,7.818,143.663143.663
167.855167.855,1808.0,168.759168.759,"85,57 85,57 ","26,23 26,23 ",45.450 45.450 ,73.923 73.923 ,9.815 9.815 ,61.442,17.7,218.0,3.228,46.45746.457,62.014,69.456,31.54,19.04819.048,40.052,168.759168.759
155.449155.449,8.0,155.453155.453,"51,64 51,64 ","13,60 13,60 ",34.038 34.038 ,80.283 80.283 ,26.752 26.752 ,18.164,10.596,134.0,6.564,22.64722.647,49.716,14.05,7.54,85.80685.806,15.996,155.453155.453
1.049.5921.049.592,136.0,1.049.6601.049.660,"89,03 89,03 ","27,26 27,26 ",152.265 152.265 ,456.947 456.947 ,367.393 367.393 ,123.262,22.848,198.0,19.858,143.686143.686,216.39,126.24,41.382,686.330686.330,35.22,1.049.6601.049.660
270.952270.952,44.0,270.974270.974,"64,01 64,01 ","19,14 19,14 ",55.507 55.507 ,135.746 135.746 ,40.798 40.798 ,52.828,25.018,214.0,9.444,45.62945.629,93.4,41.854,44.966,130.406130.406,0.0,270.974270.974
61.84061.840,0.0,61.84061.840,"39,41 39,41 ","10,03 10,03 ",13.735 13.735 ,17.068 17.068 ,13.118 13.118 ,35.384,454.0,168.0,490.0,22.45822.458,24.782,13.448,620.0,18.93018.930,1396.0,61.84061.840
118.218118.218,0.0,118.218118.218,"58,46 58,46 ","14,95 14,95 ",17.880 17.880 ,52.390 52.390 ,42.626 42.626 ,8.134,2.51,116.0,3.526,18.65218.652,28.14,72.86,670.0,46.91046.910,0.0,118.218118.218
113.993113.993,342.0,114.164114.164,"94,80 94,80 ","31,23 31,23 ",7.785 7.785 ,60.566 60.566 ,24.552 24.552 ,39.99,2.532,136.0,3.374,52.61852.618,20.668,18.334,8.958,19.78319.783,32.056,114.164114.164
86.25886.258,8.0,86.26286.262,"79,86 79,86 ","21,26 21,26 ",6.120 6.120 ,54.387 54.387 ,19.328 19.328 ,12.79,64.0,36.0,1190.0,2.5312.531,6.02,48.87,10.058,50.64450.644,0.0,86.26286.262
291.327291.327,1554.0,292.104292.104,"51,36 51,36 ","14,33 14,33 ",37.655 37.655 ,77.814 77.814 ,147.080 147.080 ,55.214,3.896,206.0,5.908,35.54135.541,40.71,71.87,29.818,161.163161.163,42.288,292.104292.104
186.269186.269,0.0,186.269186.269,"52,85 52,85 ","14,39 14,39 ",33.204 33.204 ,87.202 87.202 ,46.885 46.885 ,22.15,15.806,102.0,7.02,35.62235.622,42.746,24.392,6.364,101.745101.745,17.18,186.269186.269
159.712159.712,936.0,160.180160.180,"78,67 78,67 ","23,41 23,41 ",28.609 28.609 ,72.679 72.679 ,31.567 31.567 ,47.63,7.02,336.0,1988.0,38.81438.814,27.92,26.016,11.478,85.24785.247,4.5,160.180160.180
161.544161.544,1096.0,162.092162.092,"68,42 68,42 ","21,04 21,04 ",34.043 34.043 ,48.401 48.401 ,43.958 43.958 ,32.554,38.826,222.0,2.162,32.05332.053,27.862,40.884,14.67,57.49557.495,59.288,162.092162.092
205.855205.855,10.0,205.860205.860,"57,96 57,96 ","14,04 14,04 ",36.939 36.939 ,97.023 97.023 ,53.470 53.470 ,23.768,13.088,228.0,2.394,31.53031.530,142.21,10.072,234.0,90.01490.014,13.494,205.860205.860
103.545103.545,562.0,103.826103.826,"50,88 50,88 ","12,96 12,96 ",38.570 38.570 ,22.913 22.913 ,12.491 12.491 ,43.824,15.88,48.0,4.054,30.06930.069,22.494,40.88,16.376,19.99119.991,23.68,103.826103.826
135.028135.028,384.0,135.220135.220,"90,27 90,27 ","25,83 25,83 ",6.283 6.283 ,43.460 43.460 ,3.409 3.409 ,163.114,1022.0,120.0,1248.0,11.78511.785,49.368,27.962,157.012,2.2272.227,6.706,135.220135.220
50.00550.005,396.0,50.20350.203,"43,53 43,53 ","12,95 12,95 ",9.702 9.702 ,23.876 23.876 ,12.217 12.217 ,7.492,1324.0,102.0,13.62,11.61611.616,23.018,20.748,6.472,5.5595.559,2.096,50.20350.203
887.581887.581,220.0,887.691887.691,"78,40 78,40 ","24,65 24,65 ",163.621 163.621 ,412.157 412.157 ,248.558 248.558 ,88.226,38.484,936.0,18.748,115.767115.767,388.84,146.69,45.798,453.078453.078,36.68,887.691887.691
119.492119.492,4.0,119.494119.494,"48,05 48,05 ","11,92 11,92 ",13.577 13.577 ,80.955 80.955 ,15.117 15.117 ,13.822,5.868,356.0,2.534,26.18326.183,116.272,35.47,1322.0,14.34514.345,1978.0,119.494119.494
54.94854.948,624.0,55.26055.260,"101,44 101,44 ","30,07 30,07 ",12.754 12.754 ,41.293 41.293 ,405 405 ,314.0,1302.0,44.0,1804.0,11.64911.649,27.268,42.73,7.224,1.8121.812,4.528,55.26055.260
263.392263.392,60.0,263.422263.422,"61,04 61,04 ","15,12 15,12 ",69.441 69.441 ,20.668 20.668 ,168.717 168.717 ,8.138,1054.0,78.0,3.124,29.99629.996,70.85,52.738,2.75,153.538153.538,30.236,263.422263.422
4.814.7294.814.729,12.398,4.820.9284.820.928,"79,00 79,00 ","26,81 26,81 ",304.583 304.583 ,2.761.043 2.761.043 ,1.551.074 1.551.074 ,264.916,143.54,57.23,50.274,249.864249.864,528.776,483.846,208.99,3.810.9403.810.940,191.132,4.820.9284.820.928
1.546.5841.546.584,4.29,1.548.7291.548.729,"122,59 122,59 ","50,23 50,23 ",132.149 132.149 ,1.223.930 1.223.930 ,156.222 156.222 ,9.21,63.646,1032.0,9.0,28.66828.668,120.122,69.948,15.718,1.305.2841.305.284,213.734,1.548.7291.548.729
